atmospheric_temp,soil_temp,humidity,rainfall,previous_soil_moisture,soil_moisture,future_soil_moisture,x,y
20.9,24.0,67.0,0.0,0.061,0.061,0.061,0,0
14.7,19.4,94.0,0.0,0.063,0.063,0.063,1,1
11.1,12.8,97.0,0.0,0.056,0.056,0.056,0,0
12.4,14.7,81.0,0.0,0.058,0.058,0.057,1,1
12.5,15.0,98.0,0.0,0.057,0.057,0.057,1,1
20.4,33.0,67.0,0.0,0.055,0.055,0.056,0,0
17.6,23.4,80.0,0.0,0.088,0.088,0.088,0,1
18.0,21.0,59.0,0.0,0.097,0.097,0.096,0,0
4.0,6.2,73.0,0.0,0.319,0.319,0.319,1,0
13.1,15.2,93.0,0.0,0.057,0.056,0.056,1,1
17.8,19.6,86.0,0.0,0.109,0.108,0.108,0,1
19.2,30.3,75.0,0.0,0.054,0.054,0.054,0,0
17.7,17.4,80.0,0.0,0.349,0.347,0.346,0,1
12.1,14.5,97.0,0.0,0.053,0.053,0.052,0,1
12.4,16.7,100.0,0.0,0.063,0.062,0.063,0,1
16.2,14.7,46.0,0.0,0.084,0.084,0.084,1,0
16.5,21.1,79.0,0.0,0.059,0.059,0.059,0,0
13.4,16.3,94.0,0.0,0.063,0.063,0.063,1,0
13.2,12.8,89.0,0.0,0.332,0.332,0.332,1,0
11.4,13.4,98.0,0.0,0.087,0.086,0.086,0,0
17.7,25.3,77.0,0.0,0.062,0.063,0.062,0,0
13.4,13.7,86.0,0.0,0.109,0.109,0.109,1,1
13.2,9.3,39.0,0.0,0.287,0.287,0.287,0,1
15.4,19.1,92.0,0.0,0.054,0.053,0.053,1,0
15.0,15.4,75.0,0.0,0.085,0.084,0.085,0,1
16.3,20.9,83.0,0.0,0.074,0.074,0.073,0,0
16.1,19.1,95.0,0.0,0.14,0.14,0.14,1,1
18.7,24.2,70.0,0.0,0.079,0.079,0.079,1,1
20.4,34.1,71.0,0.0,0.054,0.054,0.055,0,0
14.6,18.4,94.0,0.0,0.054,0.054,0.054,1,0
5.2,7.3,93.0,0.0,0.24,0.24,0.24,1,1
13.0,12.4,95.0,0.0,0.345,0.345,0.344,1,1
14.1,13.3,88.0,0.0,0.171,0.171,0.171,1,0
9.9,11.7,98.0,0.0,0.085,0.085,0.085,1,0
15.0,12.9,89.0,0.0,0.219,0.218,0.218,1,1
16.0,14.1,88.0,0.0,0.326,0.326,0.326,1,0
19.3,21.5,71.0,0.0,0.06,0.061,0.061,1,1
21.9,23.3,54.0,0.0,0.104,0.103,0.103,1,1
17.8,18.6,87.0,0.0,0.243,0.242,0.241,1,0
15.2,19.4,92.0,0.0,0.054,0.054,0.054,1,1
17.3,17.9,77.0,0.0,0.24,0.24,0.24,0,1
17.7,15.6,38.0,0.0,0.061,0.061,0.061,0,1
17.6,29.2,75.0,0.0,0.066,0.066,0.066,1,0
4.6,7.0,84.0,0.0,0.407,0.406,0.406,1,0
9.5,11.4,88.0,0.0,0.086,0.086,0.086,0,0
19.4,32.4,75.0,0.0,0.053,0.053,0.053,1,1
18.5,20.7,64.0,0.0,0.103,0.103,0.103,1,0
17.7,19.3,86.0,0.0,0.108,0.108,0.108,1,0
8.5,10.3,96.0,0.0,0.298,0.305,0.306,0,1
13.7,13.3,76.0,0.0,0.226,0.226,0.226,1,1
12.5,13.5,93.0,0.0,0.072,0.072,0.072,1,0
12.6,15.7,95.0,2.0,0.077,0.083,0.086,0,1
5.6,7.5,87.0,0.0,0.395,0.395,0.395,1,0
13.5,13.5,49.0,0.0,0.335,0.333,0.332,1,0
12.0,10.9,96.0,0.0,0.339,0.339,0.339,0,0
18.8,15.4,66.0,0.0,0.285,0.285,0.284,1,1
13.7,13.5,80.0,1.0,0.22,0.221,0.224,0,0
29.2,21.9,33.0,0.0,0.183,0.181,0.179,0,1
15.2,17.8,98.0,0.0,0.133,0.133,0.133,1,1
16.3,18.9,85.0,0.0,0.056,0.056,0.055,1,1
15.3,19.1,87.0,0.0,0.054,0.054,0.054,1,0
14.7,16.9,96.0,0.0,0.088,0.088,0.088,1,1
11.2,12.3,94.0,0.0,0.076,0.076,0.075,1,1
10.5,11.4,83.0,0.0,0.085,0.085,0.085,0,1
18.7,24.1,70.0,0.0,0.086,0.086,0.086,1,1
17.8,29.1,78.0,0.0,0.053,0.053,0.053,0,1
14.6,17.6,92.0,0.0,0.065,0.065,0.065,1,0
17.6,20.3,75.0,0.0,0.055,0.056,0.056,1,1
15.6,13.9,89.0,0.0,0.326,0.326,0.326,0,1
18.8,19.9,57.0,0.0,0.099,0.099,0.099,1,1
14.7,17.1,75.0,0.0,0.084,0.083,0.083,0,0
20.1,28.0,62.0,0.0,0.057,0.057,0.056,1,0
19.1,28.6,60.0,0.0,0.067,0.067,0.068,1,0
19.8,18.8,72.0,0.0,0.227,0.225,0.224,0,0
23.6,22.8,60.0,0.0,0.159,0.158,0.157,0,1
19.8,22.3,75.0,0.0,0.097,0.097,0.097,0,0
14.3,17.0,99.0,0.0,0.112,0.112,0.112,0,1
14.7,14.1,83.0,0.0,0.427,0.427,0.427,1,0
10.1,12.0,93.0,0.0,0.081,0.08,0.08,1,0
17.9,20.6,77.0,0.0,0.094,0.093,0.093,1,0
20.0,18.3,38.0,0.0,0.061,0.061,0.061,0,0
13.9,13.4,83.0,0.0,0.225,0.225,0.225,0,1
7.9,7.9,75.0,0.0,0.302,0.303,0.302,1,0
17.6,26.8,81.0,0.0,0.053,0.053,0.053,1,0
15.8,17.3,90.0,0.0,0.109,0.109,0.109,1,0
21.2,25.8,61.0,0.0,0.1,0.1,0.1,1,0
19.2,28.3,69.0,0.0,0.052,0.052,0.052,0,1
13.9,11.9,58.0,0.0,0.406,0.406,0.406,0,0
14.0,16.3,89.0,0.0,0.074,0.074,0.074,0,1
13.1,14.3,89.0,0.0,0.289,0.288,0.287,1,1
6.7,8.5,91.0,0.0,0.24,0.24,0.24,1,0
17.2,18.0,76.0,0.0,0.09,0.09,0.09,1,1
13.6,15.5,78.0,0.0,0.058,0.058,0.058,0,0
19.0,24.6,73.0,0.0,0.063,0.063,0.063,0,1
6.5,8.3,91.0,0.0,0.362,0.362,0.361,0,1
17.7,23.6,61.0,0.0,0.084,0.084,0.084,0,1
19.0,30.1,76.0,0.0,0.052,0.053,0.053,0,0
18.4,17.6,78.0,0.0,0.348,0.347,0.346,1,1
18.8,23.1,74.0,0.0,0.082,0.082,0.082,0,1
7.6,11.8,100.0,0.0,0.431,0.43,0.43,1,1
14.7,15.1,91.0,0.0,0.423,0.423,0.423,0,0
10.3,12.0,78.0,0.0,0.07,0.071,0.07,1,0
16.5,15.6,94.0,0.0,0.427,0.426,0.426,1,0
21.6,22.6,78.0,0.0,0.154,0.153,0.153,1,1
14.9,18.5,100.0,0.0,0.115,0.114,0.114,1,0
11.3,13.7,92.0,0.0,0.079,0.079,0.079,1,1
13.9,12.0,82.0,0.0,0.218,0.217,0.217,1,1
12.1,13.7,91.0,0.0,0.076,0.076,0.076,0,1
18.6,17.9,57.0,0.0,0.297,0.296,0.294,1,0
16.8,19.6,83.0,0.0,0.062,0.062,0.062,1,0
17.1,21.3,81.0,0.0,0.088,0.088,0.087,1,0
15.3,15.3,68.0,0.0,0.221,0.221,0.22,1,1
12.7,11.0,80.0,0.0,0.23,0.23,0.23,1,0
20.3,14.5,47.0,0.0,0.37,0.369,0.367,1,1
17.0,19.5,80.0,0.0,0.233,0.232,0.231,1,1
15.0,10.3,70.0,0.0,0.392,0.392,0.391,1,1
13.5,16.5,87.0,0.0,0.061,0.061,0.061,1,1
8.0,10.4,86.0,0.2,0.321,0.321,0.321,1,1
15.3,15.3,68.0,0.0,0.221,0.221,0.22,0,0
16.4,16.9,75.0,0.0,0.062,0.062,0.062,0,0
15.0,11.4,39.0,0.0,0.3,0.3,0.3,0,1
11.8,9.9,77.0,0.0,0.357,0.357,0.356,1,1
15.5,17.8,78.0,0.0,0.085,0.085,0.085,1,1
14.5,17.2,99.0,0.0,0.128,0.128,0.128,1,1
16.0,12.9,66.0,0.0,0.284,0.284,0.284,1,0
12.9,13.2,92.0,0.0,0.41,0.409,0.408,1,0
18.3,26.4,74.0,0.0,0.059,0.059,0.059,1,0
18.8,27.7,71.0,0.0,0.052,0.052,0.052,1,1
16.5,16.7,69.0,0.0,0.114,0.114,0.113,0,0
8.0,8.5,78.0,0.0,0.293,0.294,0.294,0,1
8.5,10.1,90.0,0.0,0.327,0.327,0.327,0,1
17.6,24.0,73.0,0.0,0.057,0.057,0.057,0,1
17.7,24.8,77.0,0.0,0.054,0.054,0.054,0,0
13.9,12.9,89.0,0.0,0.225,0.225,0.225,0,0
14.4,10.8,75.0,0.0,0.286,0.286,0.285,0,1
10.9,10.9,76.0,0.0,0.096,0.096,0.095,0,1
16.8,14.0,77.0,0.0,0.292,0.292,0.293,0,0
11.9,12.8,93.0,0.0,0.092,0.092,0.092,0,1
17.9,26.9,70.0,0.0,0.07,0.07,0.07,1,1
18.0,25.7,62.0,0.0,0.081,0.081,0.081,0,0
18.2,20.6,64.0,0.0,0.085,0.085,0.085,0,0
3.6,6.8,78.0,0.0,0.415,0.415,0.412,0,1
14.6,16.6,93.0,0.0,0.089,0.089,0.088,0,1
8.0,9.8,91.0,0.0,0.327,0.327,0.327,1,0
15.1,15.2,98.0,0.0,0.121,0.121,0.121,1,1
8.9,9.0,78.0,0.0,0.395,0.396,0.396,0,1
22.6,20.1,33.0,0.0,0.107,0.106,0.106,1,0
9.0,10.2,78.0,0.0,0.082,0.082,0.082,0,0
18.4,17.8,76.0,0.0,0.112,0.112,0.112,0,0
14.4,16.9,100.0,0.0,0.128,0.128,0.128,0,1
16.7,15.7,80.0,0.0,0.422,0.422,0.422,0,1
15.0,17.1,71.0,0.0,0.069,0.069,0.068,1,1
14.8,14.7,99.0,0.0,0.194,0.194,0.194,1,1
18.3,22.7,62.0,0.0,0.103,0.102,0.102,1,1
9.4,11.5,94.0,0.0,0.424,0.424,0.424,1,1
13.2,16.5,100.0,0.0,0.062,0.062,0.062,0,0
8.6,8.7,86.0,0.0,0.357,0.357,0.357,0,1
8.9,12.7,99.0,0.0,0.43,0.43,0.43,0,1
18.4,27.0,64.0,0.0,0.079,0.079,0.079,1,0
18.4,25.0,81.0,0.0,0.052,0.053,0.053,1,0
13.5,12.9,82.0,0.0,0.333,0.333,0.333,0,0
17.3,15.7,75.0,0.0,0.36,0.358,0.357,1,0
14.3,14.5,96.0,1.4,0.431,0.431,0.431,1,0
11.4,11.7,85.0,0.4,0.348,0.347,0.345,0,1
16.8,19.1,85.0,0.0,0.062,0.062,0.062,0,0
9.8,10.9,94.0,0.0,0.21,0.21,0.21,1,1
17.4,20.6,76.0,0.0,0.097,0.098,0.098,0,0
16.0,17.7,92.0,0.0,0.108,0.108,0.108,0,0
15.0,13.1,86.0,0.0,0.23,0.23,0.23,1,0
7.8,8.8,83.0,0.0,0.346,0.346,0.346,1,0
10.3,10.0,89.0,0.0,0.309,0.309,0.31,0,0
7.5,10.4,95.0,0.0,0.425,0.425,0.425,1,1
17.5,22.4,75.0,0.0,0.063,0.062,0.062,0,1
14.7,18.2,85.0,0.0,0.057,0.057,0.057,1,0
12.1,13.3,96.0,0.0,0.085,0.085,0.085,1,0
16.6,16.8,90.0,0.0,0.425,0.424,0.423,0,1
27.2,19.9,45.0,0.0,0.184,0.183,0.181,0,0
4.4,7.2,89.0,0.0,0.386,0.386,0.385,1,1
14.7,18.2,85.0,0.0,0.057,0.057,0.057,1,1
14.3,16.8,100.0,0.0,0.115,0.115,0.115,0,0
14.4,16.2,97.0,0.0,0.127,0.127,0.127,1,1
13.1,14.9,92.0,0.0,0.074,0.074,0.074,0,1
17.0,19.1,81.0,0.0,0.234,0.233,0.232,0,0
14.2,15.7,88.0,2.1,0.077,0.077,0.077,1,0
8.1,9.1,87.0,0.0,0.357,0.357,0.357,0,1
15.6,14.6,95.0,0.0,0.424,0.423,0.424,1,1
18.5,26.1,75.0,0.0,0.058,0.058,0.058,1,0
8.2,9.0,68.0,0.0,0.287,0.287,0.287,0,0
17.1,25.5,80.0,0.0,0.06,0.06,0.06,1,0
17.2,17.4,89.0,0.0,0.244,0.243,0.242,1,0
19.7,20.2,77.0,0.0,0.341,0.34,0.339,0,1
18.1,18.0,72.0,0.0,0.313,0.311,0.311,0,0
17.2,23.7,80.0,0.0,0.074,0.073,0.073,1,1
13.6,16.4,95.0,0.0,0.062,0.062,0.062,0,0
11.8,12.2,97.0,0.0,0.326,0.327,0.327,1,1
10.2,11.9,98.0,0.0,0.085,0.085,0.085,1,1
19.3,21.5,71.0,0.0,0.06,0.061,0.061,0,1
13.0,14.2,94.0,0.0,0.055,0.055,0.055,0,1
12.7,17.3,100.0,0.0,0.062,0.063,0.062,1,1
15.8,15.1,83.0,0.0,0.201,0.201,0.201,0,0
8.0,10.7,95.0,0.0,0.425,0.425,0.425,0,1
18.3,12.0,54.0,0.0,0.302,0.302,0.3,1,0
16.9,19.7,86.0,0.0,0.195,0.194,0.194,0,0
19.1,21.5,79.0,0.0,0.206,0.205,0.203,1,0
16.2,17.5,78.0,0.0,0.085,0.085,0.085,1,0
14.3,16.7,91.0,0.0,0.062,0.062,0.062,1,0
14.5,16.6,96.0,0.0,0.126,0.127,0.127,0,0
14.8,17.1,100.0,0.0,0.128,0.128,0.128,0,0
15.3,15.2,92.0,0.0,0.432,0.431,0.43,0,1
16.6,21.4,79.0,0.0,0.062,0.062,0.062,0,0
9.7,10.6,83.0,0.0,0.323,0.324,0.324,0,1
15.1,15.3,91.0,0.0,0.078,0.078,0.079,1,0
10.6,10.8,91.0,0.0,0.23,0.23,0.23,1,0
19.8,16.8,51.0,0.0,0.061,0.061,0.061,1,0
14.2,13.8,75.0,0.0,0.103,0.103,0.103,0,0
4.4,6.8,84.0,0.0,0.395,0.395,0.395,0,1
14.0,13.7,88.0,0.0,0.201,0.201,0.201,0,1
16.1,16.2,88.0,0.0,0.319,0.32,0.32,1,0
12.3,15.8,99.0,0.0,0.063,0.063,0.063,1,1
21.2,16.5,26.0,0.0,0.288,0.288,0.287,0,1
10.8,10.4,89.0,0.0,0.278,0.278,0.278,1,0
21.5,23.1,57.0,0.0,0.101,0.1,0.1,0,1
7.9,8.2,75.0,0.0,0.379,0.379,0.379,1,0
13.4,14.7,90.0,0.0,0.099,0.099,0.099,1,1
14.8,11.7,70.0,0.0,0.3,0.3,0.3,0,0
15.0,12.7,77.0,0.0,0.25,0.25,0.249,1,1
12.0,11.5,92.0,0.0,0.339,0.338,0.338,0,0
16.0,15.6,95.0,0.0,0.162,0.162,0.162,0,1
11.1,10.1,74.0,0.0,0.277,0.277,0.277,1,0
20.0,27.1,68.0,0.0,0.082,0.082,0.082,0,0
10.0,12.9,95.0,0.0,0.058,0.058,0.058,1,1
14.5,14.9,93.0,0.0,0.186,0.186,0.186,0,1
15.2,13.8,80.0,0.0,0.327,0.327,0.327,1,1
14.5,14.5,90.0,0.0,0.32,0.32,0.32,1,1
14.8,16.6,98.0,0.0,0.126,0.127,0.126,0,1
18.3,20.2,75.0,0.0,0.061,0.062,0.062,0,1
16.5,19.4,90.0,0.0,0.127,0.127,0.126,0,1
18.4,22.0,81.0,0.0,0.12,0.119,0.119,1,0
11.4,10.4,88.0,0.0,0.23,0.23,0.23,0,1
17.0,21.7,83.0,0.0,0.116,0.116,0.116,0,1
16.4,16.2,84.0,0.3,0.338,0.337,0.336,0,0
18.3,13.2,60.0,0.0,0.356,0.356,0.355,1,0
12.4,13.6,94.0,0.0,0.055,0.055,0.055,0,0
15.2,13.6,89.0,0.0,0.312,0.312,0.311,1,0
16.1,12.9,50.0,0.0,0.405,0.404,0.403,0,0
13.0,15.3,91.0,0.0,0.052,0.052,0.052,0,0
14.1,14.1,73.0,0.0,0.091,0.091,0.091,0,1
9.9,11.9,89.0,0.0,0.061,0.061,0.061,0,1
20.0,23.7,73.0,0.0,0.085,0.085,0.085,1,0
15.2,17.2,99.0,0.0,0.136,0.135,0.135,0,0
17.9,24.2,75.0,0.0,0.087,0.087,0.087,0,1
14.1,17.2,96.0,0.0,0.072,0.072,0.072,1,1
12.6,12.2,88.0,0.0,0.335,0.335,0.335,1,1
21.5,18.1,42.0,0.0,0.102,0.101,0.101,0,1
12.7,15.3,96.0,0.0,0.062,0.062,0.062,1,0
17.8,19.1,63.0,0.0,0.103,0.103,0.103,1,1
19.0,21.2,75.0,0.0,0.112,0.111,0.11,0,0
12.7,13.2,87.0,0.0,0.237,0.237,0.237,1,0
15.6,18.8,88.0,0.0,0.089,0.089,0.089,1,1
16.1,14.8,81.0,0.0,0.338,0.339,0.339,1,0
17.7,17.3,77.0,0.0,0.201,0.201,0.201,0,1
9.2,8.9,74.0,0.0,0.302,0.302,0.302,0,1
14.9,17.3,100.0,0.0,0.133,0.133,0.133,0,1
18.5,27.7,77.0,0.0,0.054,0.054,0.054,1,1
16.1,19.1,95.0,0.0,0.14,0.14,0.14,0,1
9.7,11.7,94.0,0.0,0.079,0.079,0.079,0,0
17.7,19.2,85.0,0.0,0.242,0.241,0.239,0,1
11.4,10.8,75.0,0.0,0.423,0.423,0.423,1,0
12.9,14.0,47.0,0.0,0.402,0.401,0.4,1,0
15.2,19.6,87.0,0.0,0.054,0.054,0.054,1,1
13.0,15.5,93.0,0.0,0.056,0.056,0.056,1,1
20.1,18.4,77.0,0.0,0.32,0.319,0.319,1,0
15.2,19.0,93.0,0.0,0.053,0.053,0.053,1,0
16.3,16.4,74.0,0.0,0.103,0.103,0.103,0,0
13.2,13.7,87.0,0.0,0.109,0.109,0.109,0,1
18.1,15.8,74.0,0.0,0.338,0.338,0.339,1,0
11.6,13.7,94.0,0.0,0.087,0.087,0.087,0,1
13.8,15.7,97.0,0.0,0.073,0.073,0.073,1,0
15.3,18.3,82.0,0.0,0.063,0.062,0.062,0,0
12.5,12.7,95.0,0.0,0.186,0.186,0.186,0,0
17.2,17.4,89.0,0.0,0.244,0.243,0.242,1,1
17.3,14.9,38.0,0.0,0.061,0.061,0.061,0,1
24.3,18.0,60.0,0.0,0.185,0.184,0.183,1,0
16.0,15.0,55.0,0.0,0.383,0.38,0.378,0,1
18.8,25.6,64.0,0.0,0.053,0.052,0.053,1,1
12.8,14.6,86.0,0.0,0.062,0.062,0.062,0,1
16.9,19.7,78.0,0.0,0.089,0.089,0.088,1,1
15.1,15.0,79.0,0.0,0.297,0.297,0.296,0,1
19.3,23.2,75.0,0.0,0.111,0.11,0.11,0,1
17.7,17.4,80.0,0.0,0.349,0.347,0.346,1,1
19.5,25.2,59.0,0.0,0.094,0.093,0.093,1,1
13.3,15.8,93.0,0.0,0.063,0.063,0.063,0,1
16.5,21.1,88.0,0.0,0.199,0.198,0.197,0,1
16.9,24.8,78.0,0.0,0.06,0.06,0.06,0,1
6.5,8.0,78.0,0.0,0.398,0.398,0.398,0,0
19.9,16.1,46.0,0.0,0.374,0.372,0.371,1,1
13.6,16.0,87.0,0.0,0.067,0.067,0.067,0,1
9.8,10.9,83.0,0.0,0.323,0.323,0.324,1,0
21.8,15.1,39.0,0.0,0.365,0.364,0.362,1,1
17.2,20.1,73.0,0.0,0.088,0.088,0.088,0,1
11.9,11.8,91.0,0.0,0.425,0.425,0.425,0,0
8.7,8.5,57.0,0.0,0.405,0.404,0.404,1,0
15.7,17.7,91.0,0.0,0.11,0.109,0.109,1,0
10.6,10.0,67.0,0.0,0.264,0.264,0.264,0,0
11.9,13.5,97.0,0.0,0.056,0.056,0.056,1,1
16.7,24.6,78.0,0.0,0.066,0.066,0.067,1,1
17.0,22.2,76.0,0.0,0.068,0.068,0.068,1,1
9.0,10.4,81.0,0.0,0.079,0.079,0.079,1,1
10.2,12.0,96.0,0.0,0.075,0.075,0.075,0,1
16.7,20.6,74.0,0.0,0.079,0.079,0.079,1,1
9.6,12.1,99.0,0.0,0.423,0.424,0.424,1,1
13.3,14.9,90.0,0.0,0.072,0.072,0.071,1,0
4.6,6.5,75.0,0.0,0.319,0.319,0.319,1,1
14.4,18.7,95.0,0.0,0.054,0.054,0.054,0,1
17.2,19.6,75.0,0.0,0.093,0.092,0.092,1,1
17.7,18.7,58.0,0.0,0.28,0.279,0.278,0,0
17.9,25.3,69.0,0.0,0.079,0.079,0.079,0,0
10.7,10.2,82.0,0.0,0.345,0.346,0.346,0,0
15.2,17.8,98.0,0.0,0.133,0.133,0.133,0,1
16.1,16.2,76.0,0.0,0.26,0.259,0.258,1,1
10.8,10.6,63.0,0.0,0.264,0.264,0.264,0,0
14.7,18.2,85.0,0.0,0.057,0.057,0.057,0,1
16.8,22.3,67.0,0.0,0.084,0.084,0.084,0,0
18.6,19.4,69.0,0.0,0.099,0.099,0.098,1,1
19.5,16.2,54.0,0.0,0.263,0.261,0.259,1,0
23.1,24.0,67.0,0.0,0.158,0.157,0.155,0,1
14.5,14.0,78.0,0.0,0.424,0.424,0.424,0,1
17.8,18.6,87.0,0.0,0.243,0.242,0.241,0,1
15.4,11.5,36.0,0.0,0.3,0.3,0.3,1,0
11.6,9.8,77.0,0.0,0.399,0.399,0.399,0,0
15.4,19.2,76.0,0.0,0.072,0.072,0.071,0,0
14.6,16.5,95.0,0.0,0.073,0.073,0.073,1,0
12.8,15.7,70.0,0.0,0.057,0.057,0.057,1,0
9.9,9.1,75.0,0.0,0.367,0.367,0.367,1,1
15.1,18.2,82.0,0.0,0.08,0.08,0.08,1,1
10.3,10.8,98.0,0.0,0.306,0.306,0.306,0,0
10.7,13.1,89.0,0.0,0.077,0.077,0.077,0,1
10.5,13.0,92.0,0.0,0.057,0.057,0.057,0,1
12.9,11.0,58.0,0.0,0.422,0.422,0.422,1,0
14.5,18.9,97.0,0.0,0.053,0.053,0.053,0,1
6.0,7.6,83.0,0.0,0.387,0.387,0.387,1,0
16.9,24.1,69.0,0.0,0.07,0.07,0.07,1,0
18.6,20.9,75.0,0.0,0.245,0.243,0.242,1,1
19.8,19.9,76.0,0.0,0.34,0.339,0.338,0,1
17.1,15.6,88.0,0.0,0.172,0.172,0.172,0,1
13.9,16.7,96.0,0.0,0.073,0.073,0.072,1,1
13.7,13.1,92.0,0.0,0.326,0.326,0.326,0,1
17.3,22.4,83.0,0.0,0.11,0.11,0.11,0,0
14.8,16.3,97.0,0.0,0.115,0.115,0.115,0,0
10.8,10.6,63.0,0.0,0.264,0.264,0.264,0,1
18.8,22.6,68.0,0.0,0.085,0.085,0.085,1,0
15.8,14.0,46.0,0.0,0.419,0.417,0.415,0,0
11.7,13.5,95.0,0.0,0.052,0.052,0.052,1,0
6.4,7.4,78.0,0.0,0.379,0.378,0.378,1,0
14.2,18.6,96.0,0.0,0.054,0.054,0.054,0,0
17.2,24.9,77.0,0.0,0.059,0.059,0.059,0,0
4.7,7.2,85.0,0.0,0.395,0.395,0.395,1,1
14.0,12.5,89.0,0.0,0.339,0.339,0.339,0,0
9.1,9.5,92.0,0.0,0.341,0.342,0.342,1,1
13.1,12.7,83.0,0.0,0.225,0.225,0.225,1,0
12.5,13.7,94.0,0.0,0.056,0.055,0.055,0,1
12.0,12.3,51.0,0.0,0.403,0.402,0.401,0,1
16.2,17.5,80.0,0.0,0.226,0.226,0.225,0,1
14.8,17.0,89.0,0.0,0.062,0.062,0.063,0,0
11.7,10.5,68.0,0.0,0.287,0.287,0.287,1,1
20.7,17.6,54.0,0.0,0.295,0.293,0.292,1,1
12.6,10.8,90.0,0.0,0.271,0.271,0.271,1,0
15.8,21.2,80.0,0.0,0.055,0.055,0.054,1,1
3.7,6.0,75.0,0.0,0.319,0.319,0.319,1,1
13.2,13.7,87.0,0.0,0.109,0.109,0.109,0,0
19.2,14.2,53.0,0.0,0.35,0.349,0.348,1,0
17.7,17.4,85.0,0.0,0.095,0.095,0.095,1,0
9.7,9.6,78.0,0.0,0.352,0.351,0.352,0,1
17.4,28.5,77.0,0.0,0.054,0.054,0.054,1,0
16.3,15.7,78.0,0.0,0.09,0.09,0.09,1,1
4.8,7.2,83.0,0.0,0.407,0.407,0.406,1,1
14.1,16.6,99.0,0.0,0.112,0.112,0.112,1,0
15.2,15.5,91.0,0.0,0.423,0.423,0.423,0,0
13.8,15.0,96.0,0.0,0.06,0.06,0.06,0,0
12.6,12.4,90.0,0.0,0.226,0.226,0.226,0,0
11.1,12.9,96.0,0.0,0.062,0.062,0.062,1,0
12.8,12.6,83.0,0.0,0.226,0.226,0.226,1,0
15.4,18.1,80.0,0.0,0.087,0.086,0.086,1,1
9.4,10.4,87.0,0.0,0.077,0.077,0.077,0,0
13.1,14.7,89.0,0.0,0.076,0.076,0.076,1,0
19.2,30.7,75.0,0.0,0.053,0.053,0.054,0,1
14.4,18.3,91.0,0.0,0.055,0.055,0.054,0,1
15.3,17.4,75.0,0.0,0.059,0.058,0.058,1,1
21.5,16.1,44.0,0.0,0.369,0.367,0.366,0,1
16.5,14.8,83.0,0.0,0.162,0.162,0.161,1,0
15.9,12.7,69.0,0.0,0.301,0.302,0.302,0,0
19.4,17.0,53.0,0.0,0.083,0.082,0.082,1,1
17.7,23.5,74.0,0.0,0.089,0.089,0.089,0,1
7.0,8.4,76.0,0.0,0.398,0.398,0.398,0,0
14.6,16.9,100.0,0.0,0.128,0.128,0.128,0,0
5.2,6.9,80.0,0.0,0.386,0.386,0.386,0,0
11.3,12.4,93.0,0.0,0.423,0.424,0.423,1,1
16.6,21.3,88.0,0.0,0.113,0.113,0.113,0,1
15.5,17.4,67.0,0.0,0.071,0.071,0.071,0,0
17.1,21.3,87.0,0.0,0.054,0.054,0.055,0,0
12.9,14.1,98.0,0.0,0.43,0.43,0.43,0,1
17.6,16.9,75.0,0.0,0.226,0.225,0.225,0,1
14.4,16.4,98.0,0.0,0.126,0.126,0.126,0,1
14.3,16.5,93.0,0.0,0.06,0.06,0.06,1,1
6.4,7.4,78.0,0.0,0.379,0.378,0.378,0,1
8.2,12.1,100.0,0.0,0.43,0.431,0.431,1,1
8.5,10.3,96.0,0.0,0.298,0.305,0.306,0,0
10.4,11.6,82.0,0.0,0.085,0.085,0.085,0,0
8.7,9.8,97.0,0.0,0.335,0.335,0.335,1,0
15.7,14.4,70.0,0.0,0.25,0.249,0.248,1,1
11.0,10.9,90.0,0.0,0.23,0.23,0.23,1,1
16.7,16.8,90.0,0.0,0.426,0.425,0.424,1,0
10.6,11.8,96.0,0.0,0.306,0.306,0.306,1,0
19.6,32.1,75.0,0.0,0.053,0.053,0.053,1,0
18.7,25.6,66.0,0.0,0.092,0.092,0.092,0,0
17.7,15.6,38.0,0.0,0.061,0.061,0.061,1,1
9.5,13.1,99.0,0.0,0.43,0.431,0.43,1,0
15.3,15.4,81.0,0.0,0.43,0.429,0.428,0,1
14.4,17.0,96.0,0.0,0.088,0.088,0.088,0,0
7.6,8.8,89.0,0.0,0.361,0.361,0.361,1,0
18.2,20.4,64.0,0.0,0.062,0.062,0.062,0,1
15.2,15.4,79.0,0.0,0.429,0.428,0.428,0,0
23.2,21.0,64.0,0.0,0.161,0.159,0.158,0,0
13.4,17.3,98.0,0.0,0.063,0.063,0.063,1,0
13.0,18.8,95.0,0.0,0.063,0.063,0.063,0,0
10.3,10.0,83.0,0.0,0.346,0.346,0.346,0,1
17.8,21.9,76.0,0.0,0.097,0.097,0.098,1,1
9.2,10.6,89.0,0.0,0.312,0.312,0.312,1,1
11.3,12.3,87.0,0.0,0.079,0.079,0.079,0,0
12.7,13.2,87.0,0.0,0.237,0.237,0.237,1,1
16.1,14.2,82.0,0.0,0.416,0.416,0.416,1,1
18.5,20.7,64.0,0.0,0.103,0.103,0.103,1,1
16.8,14.0,84.0,0.0,0.25,0.25,0.249,0,1
11.8,14.3,97.0,0.0,0.052,0.052,0.051,0,0
22.6,20.1,33.0,0.0,0.107,0.106,0.106,0,1
